Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:15:02,submitting @ 2017-11-17 11:15:02,authing @ 2017-11-17 11:15:02,launching @ 2017-11-17 11:15:02,running @ 2017-11-17 11:15:02,closing @ 2017-11-17 11:15:07,completed @ 2017-11-17 11:15:07
s2-prepare,prepare-write,prepare,5000,40000000000,2028.99,428.15,2150,2700,3100,3370,4170,6130,7.9,63224517.16,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:15:10,submitting @ 2017-11-17 11:15:10,authing @ 2017-11-17 11:15:10,launching @ 2017-11-17 11:15:10,running @ 2017-11-17 11:15:10,closing @ 2017-11-17 11:26:06,completed @ 2017-11-17 11:26:06
s3-main-1worker,read,read,283,2264000000,285.16,12.91,270,290,390,470,490,500,2.36,18898794.62,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:26:08,submitting @ 2017-11-17 11:26:08,authing @ 2017-11-17 11:26:08,launching @ 2017-11-17 11:26:08,running @ 2017-11-17 11:26:08,closing @ 2017-11-17 11:28:28,completed @ 2017-11-17 11:28:28
s3-main-1worker,write,write,138,1104000000,283.19,24.33,290,300,310,320,330,330,1.15,9215666.63,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:26:08,submitting @ 2017-11-17 11:26:08,authing @ 2017-11-17 11:26:08,launching @ 2017-11-17 11:26:08,running @ 2017-11-17 11:26:08,closing @ 2017-11-17 11:28:28,completed @ 2017-11-17 11:28:28
s4-main-4workers,read,read,688,5504000000,507.65,47.66,520,640,780,870,1080,1260,5.76,46053729.19,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:28:31,submitting @ 2017-11-17 11:28:31,authing @ 2017-11-17 11:28:31,launching @ 2017-11-17 11:28:31,running @ 2017-11-17 11:28:31,closing @ 2017-11-17 11:30:56,completed @ 2017-11-17 11:30:56
s4-main-4workers,write,write,286,2288000000,450.18,80.43,440,570,660,750,1020,1240,2.39,19144833.42,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:28:31,submitting @ 2017-11-17 11:28:31,authing @ 2017-11-17 11:28:31,launching @ 2017-11-17 11:28:31,running @ 2017-11-17 11:28:31,closing @ 2017-11-17 11:30:56,completed @ 2017-11-17 11:30:56
s5-main-8workers,read,read,682,5456000000,930.66,102.55,980,1240,1420,1600,1860,2820,5.75,46006040.46,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:30:59,submitting @ 2017-11-17 11:30:59,authing @ 2017-11-17 11:30:59,launching @ 2017-11-17 11:30:59,running @ 2017-11-17 11:30:59,closing @ 2017-11-17 11:33:24,completed @ 2017-11-17 11:33:24
s5-main-8workers,write,write,313,2504000000,1003.36,234.68,1080,1400,1570,1740,1880,2220,2.64,21111818.16,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:30:59,submitting @ 2017-11-17 11:30:59,authing @ 2017-11-17 11:30:59,launching @ 2017-11-17 11:30:59,running @ 2017-11-17 11:30:59,closing @ 2017-11-17 11:33:24,completed @ 2017-11-17 11:33:24
s6-main-16workers,read,read,762,6096000000,1614.2,255.85,1640,2090,2460,2840,3770,6250,6.48,51855132.06,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:33:27,submitting @ 2017-11-17 11:33:27,authing @ 2017-11-17 11:33:27,launching @ 2017-11-17 11:33:27,running @ 2017-11-17 11:33:27,closing @ 2017-11-17 11:35:52,completed @ 2017-11-17 11:35:52
s6-main-16workers,write,write,343,2744000000,1897.31,494.68,2000,2470,2780,3030,3580,3940,2.92,23335484.4,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:33:27,submitting @ 2017-11-17 11:33:27,authing @ 2017-11-17 11:33:27,launching @ 2017-11-17 11:33:27,running @ 2017-11-17 11:33:27,closing @ 2017-11-17 11:35:52,completed @ 2017-11-17 11:35:52
s7-main-32workers,read,read,806,6448000000,2954.51,619.37,3050,3890,4700,5400,6940,8180,6.95,55624702.32,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:35:55,submitting @ 2017-11-17 11:35:55,authing @ 2017-11-17 11:35:55,launching @ 2017-11-17 11:35:55,running @ 2017-11-17 11:35:55,closing @ 2017-11-17 11:38:20,completed @ 2017-11-17 11:38:20
s7-main-32workers,write,write,325,2600000000,4078.22,1443.58,4200,5250,6190,6900,9480,10690,2.8,22423450.6,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:35:55,submitting @ 2017-11-17 11:35:55,authing @ 2017-11-17 11:35:55,launching @ 2017-11-17 11:35:55,running @ 2017-11-17 11:35:55,closing @ 2017-11-17 11:38:20,completed @ 2017-11-17 11:38:20
s8-main-64workers,read,read,800,6400000000,4937.97,1483.08,4650,6290,8310,9860,15400,19940,7.15,57234940.91,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:38:23,submitting @ 2017-11-17 11:38:23,authing @ 2017-11-17 11:38:23,launching @ 2017-11-17 11:38:23,running @ 2017-11-17 11:38:24,closing @ 2017-11-17 11:40:49,completed @ 2017-11-17 11:40:49
s8-main-64workers,write,write,302,2416000000,10635.33,4949.32,10490,12900,15670,17930,24250,29660,2.7,21599809.16,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:38:23,submitting @ 2017-11-17 11:38:23,authing @ 2017-11-17 11:38:23,launching @ 2017-11-17 11:38:23,running @ 2017-11-17 11:38:24,closing @ 2017-11-17 11:40:49,completed @ 2017-11-17 11:40:49
s9-main-128workers,read,read,754,6032000000,7701.78,3090.42,7710,9250,10500,11760,13600,17530,7.68,61445907.15,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:40:51,submitting @ 2017-11-17 11:40:51,authing @ 2017-11-17 11:40:52,launching @ 2017-11-17 11:40:52,running @ 2017-11-17 11:40:52,closing @ 2017-11-17 11:43:22,completed @ 2017-11-17 11:43:22
s9-main-128workers,write,write,253,2024000000,26607.85,10851.09,26850,28710,30770,32160,34580,38320,2.59,20726964.55,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:40:51,submitting @ 2017-11-17 11:40:51,authing @ 2017-11-17 11:40:52,launching @ 2017-11-17 11:40:52,running @ 2017-11-17 11:40:52,closing @ 2017-11-17 11:43:22,completed @ 2017-11-17 11:43:22
s10-main-256workers,read,read,603,4824000000,15324.43,6713.07,16070,18660,20660,22310,25270,28270,10.71,85701942.42,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:43:25,submitting @ 2017-11-17 11:43:25,authing @ 2017-11-17 11:43:26,launching @ 2017-11-17 11:43:26,running @ 2017-11-17 11:43:27,closing @ 2017-11-17 11:46:02,completed @ 2017-11-17 11:46:02
s10-main-256workers,write,write,124,992000000,56807.44,21385.6,57620,60680,62490,64150,65520,70280,1.51,12054161.51,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:43:25,submitting @ 2017-11-17 11:43:25,authing @ 2017-11-17 11:43:26,launching @ 2017-11-17 11:43:26,running @ 2017-11-17 11:43:27,closing @ 2017-11-17 11:46:02,completed @ 2017-11-17 11:46:02
s11-main-512workers,read,read,534,4272000000,32538.31,13451.71,31640,40080,44430,47070,58540,70150,8.03,64278630.41,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:46:04,submitting @ 2017-11-17 11:46:04,authing @ 2017-11-17 11:46:07,launching @ 2017-11-17 11:46:07,running @ 2017-11-17 11:46:08,closing @ 2017-11-17 11:48:53,completed @ 2017-11-17 11:48:53
s11-main-512workers,write,write,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:46:04,submitting @ 2017-11-17 11:46:04,authing @ 2017-11-17 11:46:07,launching @ 2017-11-17 11:46:07,running @ 2017-11-17 11:46:08,closing @ 2017-11-17 11:48:53,completed @ 2017-11-17 11:48:53
s12-cleanup,cleanup-delete,cleanup,14000,0,47.82,47.82,60,70,80,90,100,150,337.35,0,100%,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:48:55,submitting @ 2017-11-17 11:48:55,authing @ 2017-11-17 11:48:55,launching @ 2017-11-17 11:48:55,running @ 2017-11-17 11:48:56,closing @ 2017-11-17 11:49:46,completed @ 2017-11-17 11:49:46
s13-dispose,dispose-delete,dispose,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-17 11:15:02,booting @ 2017-11-17 11:49:48,submitting @ 2017-11-17 11:49:48,authing @ 2017-11-17 11:49:48,launching @ 2017-11-17 11:49:48,running @ 2017-11-17 11:49:49,closing @ 2017-11-17 11:49:54,completed @ 2017-11-17 11:49:54
