Id,Op-Name,Op-Count,Byte-Count,Worker-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Config-Info
w46-s13-dispose-1,dispose-delete,0,0,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) objects=r(0-0) sizes=c(0)B cprefix=s3testqwer containers=r(1-10)
w47-s1-init-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) objects=r(0-0) sizes=c(0)B cprefix=s3testqwer containers=r(1-10)
w47-s2-prepare-1,prepare-write,5000,640000000,16,75.08,69.89,90,100,110,110,130,310,212.87,27247792.93,100%,100% cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(128)KB cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(128)KB cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(128)KB createContainer=false cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(128)KB
w47-s3-main-1worker-1,read,6709,858752000,1,10.72,7.72,20,20,20,20,30,220,55.91,7157101.66,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w47-s3-main-1worker-2,write,2836,363008000,1,16.81,12.59,20,20,20,20,30,40,23.64,3025419.63,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(501-600) sizes=c(128)KB
w47-s4-main-4workers-1,read,15883,2033024000,4,17.99,13.79,20,30,30,30,60,270,132.45,16953065.81,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w47-s4-main-4workers-2,write,6772,866816000,4,28.54,24.11,30,40,40,40,50,280,56.47,7228207.49,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(601-700) sizes=c(128)KB
w47-s5-main-8workers-1,read,17254,2208512000,8,32.54,27.07,40,40,50,50,90,280,143.84,18411424.75,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-300)
w47-s5-main-8workers-2,write,7501,960128000,8,52.98,48.28,60,70,70,80,90,310,62.53,8004170.93,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(701-800) sizes=c(128)KB
w47-s6-main-16workers-1,read,17756,2272768000,16,62.82,54.55,70,80,90,100,230,470,148.07,18953023.84,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w47-s6-main-16workers-2,write,7540,965120000,16,106.42,101.58,110,130,140,150,200,350,62.88,8048387.6,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(801-900) sizes=c(128)KB
w47-s7-main-32workers-1,read,18617,2382976000,32,122.06,114.77,130,190,230,290,410,830,155.47,19899704.64,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w47-s7-main-32workers-2,write,7965,1019520000,32,195.68,190.75,200,270,320,390,530,960,66.51,8513773.6,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(901-1000) sizes=c(128)KB
w47-s8-main-64workers-1,read,19237,2462336000,64,227.69,220.27,220,360,530,770,1190,1700,161.17,20629448.95,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w47-s8-main-64workers-2,write,8150,1043200000,64,399.79,394.74,350,560,820,1210,2010,3010,68.28,8739698.22,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1001-1100) sizes=c(128)KB
w47-s9-main-128workers-1,read,20739,2654592000,128,385.77,378.88,250,600,900,1520,3250,3850,175.13,22416361.2,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w47-s9-main-128workers-2,write,8940,1144320000,128,800.58,795.5,550,1240,1840,2920,6150,7390,75.48,9661260.93,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1100-1200) sizes=c(128)KB
w47-s10-main-256workers-1,read,23758,3041024000,256,676.21,669.86,230,540,1130,5310,7170,8030,203.34,26027652.74,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w47-s10-main-256workers-2,write,10119,1295232000,256,1367.92,1362.72,500,1050,2190,10700,14080,15590,86.61,11086229.27,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1201-1300) sizes=c(128)KB
w47-s11-main-512workers-1,read,26940,3448320000,512,1200.1,1192.96,570,720,1110,8200,10750,11480,237.15,30355084.04,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w47-s11-main-512workers-2,write,11668,1493504000,512,2215.38,2209.79,1360,1570,1900,13190,20930,22750,102.64,13137679.26,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1301-1400) sizes=c(128)KB
w47-s12-cleanup-1,cleanup-delete,14000,0,16,53.77,53.77,60,70,80,80,100,140,297.52,0,100%,100% cprefix=s3testqwer containers=r(1-10) objects=r(1-1400) cprefix=s3testqwer containers=r(1-10) objects=r(1-1400) cprefix=s3testqwer containers=r(1-10) objects=r(1-1400) deleteContainer=false cprefix=s3testqwer containers=r(1-10) objects=r(1-1400)
w47-s13-dispose-1,dispose-delete,0,0,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) objects=r(0-0) sizes=c(0)B cprefix=s3testqwer containers=r(1-10)
w48-s1-init-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) objects=r(0-0) sizes=c(0)B cprefix=s3testqwer containers=r(1-10)
w48-s2-prepare-1,prepare-write,5000,5000000000,16,279.49,171.87,260,330,430,580,830,2340,57.24,57237838.92,100%,100% cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(1)MB cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(1)MB cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(1)MB createContainer=false cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(1)MB
w48-s3-main-1worker-1,read,1863,1863000000,1,37.54,12.12,40,40,40,50,50,160,15.53,15528235.05,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w48-s3-main-1worker-2,write,810,810000000,1,61.65,27.94,70,70,70,70,80,110,6.75,6751406.54,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(501-600) sizes=c(1)MB
w48-s4-main-4workers-1,read,4178,4178000000,4,76.03,28.48,70,80,110,220,310,920,34.84,34840070.6,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w48-s4-main-4workers-2,write,1829,1829000000,4,88.47,52.99,90,100,110,120,300,520,15.25,15251793.65,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(601-700) sizes=c(1)MB
w48-s5-main-8workers-1,read,4856,4856000000,8,136.63,54.56,120,170,300,350,550,880,40.53,40530327.77,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-300)
w48-s5-main-8workers-2,write,2011,2011000000,8,146.57,95.02,140,170,230,330,400,780,16.78,16784923.87,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(701-800) sizes=c(1)MB
w48-s6-main-16workers-1,read,4331,4331000000,16,276.83,93.47,300,360,440,540,730,1350,36.22,36219097.3,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w48-s6-main-16workers-2,write,1951,1951000000,16,365.95,253.15,420,480,530,600,800,1780,16.32,16315776.65,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(801-900) sizes=c(1)MB
w48-s7-main-32workers-1,read,5517,5517000000,32,447.53,200.61,450,640,810,980,1300,2270,46.26,46264004.56,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w48-s7-main-32workers-2,write,2333,2333000000,32,577.24,391.68,570,790,990,1180,1590,2350,19.56,19563406.3,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(901-1000) sizes=c(1)MB
w48-s8-main-64workers-1,read,5740,5740000000,64,863.27,416.53,750,1330,1930,2470,3770,6350,48.56,48564573.24,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w48-s8-main-64workers-2,write,2420,2420000000,64,1078.51,855.05,930,1560,2240,3100,4900,10840,20.47,20473606.52,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1001-1100) sizes=c(1)MB
w48-s9-main-128workers-1,read,5964,5964000000,128,1541.87,779.87,950,2600,4700,5800,7310,12900,51.8,51796156.22,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w48-s9-main-128workers-2,write,2519,2519000000,128,2202.51,1950.41,1270,3370,6420,9300,12520,20140,21.89,21892383.19,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1100-1200) sizes=c(1)MB
w48-s10-main-256workers-1,read,5412,5412000000,256,3132.1,1583.99,950,1940,15190,17340,25550,44480,51.43,51433241.58,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w48-s10-main-256workers-2,write,2276,2276000000,256,4378.1,4120.15,1420,3000,16990,30170,30450,31230,21.66,21663790.91,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1201-1300) sizes=c(1)MB
w48-s11-main-512workers-1,read,5160,5160000000,512,5991.48,3481.54,3940,5870,17360,20900,22530,40270,48.42,48422724.33,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w48-s11-main-512workers-2,write,2205,2205000000,512,10760.15,9706.11,8220,11430,24130,31040,31210,31690,20.7,20696843.58,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1301-1400) sizes=c(1)MB
w48-s12-cleanup-1,cleanup-delete,14000,0,16,65.85,65.85,80,80,90,100,110,150,243.24,0,100%,100% cprefix=s3testqwer containers=r(1-10) objects=r(1-1400) cprefix=s3testqwer containers=r(1-10) objects=r(1-1400) cprefix=s3testqwer containers=r(1-10) objects=r(1-1400) deleteContainer=false cprefix=s3testqwer containers=r(1-10) objects=r(1-1400)
w48-s13-dispose-1,dispose-delete,0,0,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) objects=r(0-0) sizes=c(0)B cprefix=s3testqwer containers=r(1-10)
w49-s1-init-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) objects=r(0-0) sizes=c(0)B cprefix=s3testqwer containers=r(1-10)
w49-s2-prepare-1,prepare-write,5000,20000000000,16,1050.42,334.36,1110,1490,1690,1990,2580,5050,15.23,60929848.81,100%,100% cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(4)MB cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(4)MB cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(4)MB createContainer=false cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(4)MB
w49-s3-main-1worker-1,read,595,2380000000,1,137.03,12.77,140,150,150,150,160,180,4.96,19849047.16,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w49-s3-main-1worker-2,write,249,996000000,1,153.96,25.71,160,160,170,170,180,190,2.08,8306576.04,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(501-600) sizes=c(4)MB
w49-s4-main-4workers-1,read,1328,5312000000,4,264.42,39.39,240,310,460,510,730,1320,11.08,44329655.43,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w49-s4-main-4workers-2,write,546,2184000000,4,234.6,71.23,230,260,350,430,500,720,4.56,18225906.53,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(601-700) sizes=c(4)MB
w49-s5-main-8workers-1,read,1384,5536000000,8,489.29,78.74,510,650,840,1010,1300,1870,11.59,46358601.03,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-300)
w49-s5-main-8workers-2,write,649,2596000000,8,428.45,149.58,410,580,750,900,1210,1700,5.43,21737379,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(701-800) sizes=c(4)MB
w49-s6-main-16workers-1,read,1506,6024000000,16,870.59,168.92,890,1200,1460,1620,2060,3250,12.66,50640978.89,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w49-s6-main-16workers-2,write,680,2720000000,16,870.66,305.54,900,1190,1390,1610,1970,3000,5.72,22860115.41,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(801-900) sizes=c(4)MB
w49-s7-main-32workers-1,read,1580,6320000000,32,1597.44,355.6,1620,2150,2620,3080,4060,6240,13.38,53527615.93,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w49-s7-main-32workers-2,write,640,2560000000,32,1957.39,906.02,1960,2600,3300,3890,5040,6630,5.43,21702352.14,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(901-1000) sizes=c(4)MB
w49-s8-main-64workers-1,read,1546,6184000000,64,2971.01,982.54,2740,4360,5970,7720,9760,16730,13.43,53725942.24,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w49-s8-main-64workers-2,write,643,2572000000,64,4315.99,2963.68,3850,6050,8620,11710,16550,24150,5.58,22322313.99,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1001-1100) sizes=c(4)MB
w49-s9-main-128workers-1,read,1409,5636000000,128,5257.5,2318.96,4700,7040,9780,12440,15870,23420,12.63,50518452.23,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w49-s9-main-128workers-2,write,587,2348000000,128,11717.95,7738.97,10840,13650,18070,22760,29050,33670,5.26,21021856.69,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1100-1200) sizes=c(4)MB
w49-s10-main-256workers-1,read,1450,5800000000,256,8442.71,4544.77,8530,10060,11400,12680,14900,18440,15.1,60396337.39,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w49-s10-main-256workers-2,write,488,1952000000,256,25516.32,15722.22,25750,28320,30470,32730,36000,40440,5.03,20131145.13,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1201-1300) sizes=c(4)MB
w49-s11-main-512workers-1,read,1371,5484000000,512,16528.9,9614.03,17210,19180,20890,22720,28310,33680,19.19,76748536.35,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w49-s11-main-512workers-2,write,305,1220000000,512,53496.95,28981.71,54170,57280,59200,61410,64030,65700,3.76,15057354.54,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1301-1400) sizes=c(4)MB
w49-s12-cleanup-1,cleanup-delete,14000,0,16,50.28,50.28,60,70,80,90,110,180,370.9,0,100%,100% cprefix=s3testqwer containers=r(1-10) objects=r(1-1400) cprefix=s3testqwer containers=r(1-10) objects=r(1-1400) cprefix=s3testqwer containers=r(1-10) objects=r(1-1400) deleteContainer=false cprefix=s3testqwer containers=r(1-10) objects=r(1-1400)
w49-s13-dispose-1,dispose-delete,0,0,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) objects=r(0-0) sizes=c(0)B cprefix=s3testqwer containers=r(1-10)
w50-s1-init-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) objects=r(0-0) sizes=c(0)B cprefix=s3testqwer containers=r(1-10)
w50-s2-prepare-1,prepare-write,5000,40000000000,16,2028.99,428.15,2150,2700,3100,3370,4170,6130,7.9,63224517.16,100%,100% cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(8)MB cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(8)MB cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(8)MB createContainer=false cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(8)MB
w50-s3-main-1worker-1,read,283,2264000000,1,285.16,12.91,270,290,390,470,490,500,2.36,18898794.62,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w50-s3-main-1worker-2,write,138,1104000000,1,283.19,24.33,290,300,310,320,330,330,1.15,9215666.63,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(501-600) sizes=c(8)MB
w50-s4-main-4workers-1,read,688,5504000000,4,507.65,47.66,520,640,780,870,1080,1260,5.76,46053729.19,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w50-s4-main-4workers-2,write,286,2288000000,4,450.18,80.43,440,570,660,750,1020,1240,2.39,19144833.42,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(601-700) sizes=c(8)MB
w50-s5-main-8workers-1,read,682,5456000000,8,930.66,102.55,980,1240,1420,1600,1860,2820,5.75,46006040.46,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-300)
w50-s5-main-8workers-2,write,313,2504000000,8,1003.36,234.68,1080,1400,1570,1740,1880,2220,2.64,21111818.16,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(701-800) sizes=c(8)MB
w50-s6-main-16workers-1,read,762,6096000000,16,1614.2,255.85,1640,2090,2460,2840,3770,6250,6.48,51855132.06,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w50-s6-main-16workers-2,write,343,2744000000,16,1897.31,494.68,2000,2470,2780,3030,3580,3940,2.92,23335484.4,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(801-900) sizes=c(8)MB
w50-s7-main-32workers-1,read,806,6448000000,32,2954.51,619.37,3050,3890,4700,5400,6940,8180,6.95,55624702.32,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w50-s7-main-32workers-2,write,325,2600000000,32,4078.22,1443.58,4200,5250,6190,6900,9480,10690,2.8,22423450.6,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(901-1000) sizes=c(8)MB
w50-s8-main-64workers-1,read,800,6400000000,64,4937.97,1483.08,4650,6290,8310,9860,15400,19940,7.15,57234940.91,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w50-s8-main-64workers-2,write,302,2416000000,64,10635.33,4949.32,10490,12900,15670,17930,24250,29660,2.7,21599809.16,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1001-1100) sizes=c(8)MB
w50-s9-main-128workers-1,read,754,6032000000,128,7701.78,3090.42,7710,9250,10500,11760,13600,17530,7.68,61445907.15,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w50-s9-main-128workers-2,write,253,2024000000,128,26607.85,10851.09,26850,28710,30770,32160,34580,38320,2.59,20726964.55,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1100-1200) sizes=c(8)MB
w50-s10-main-256workers-1,read,603,4824000000,256,15324.43,6713.07,16070,18660,20660,22310,25270,28270,10.71,85701942.42,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w50-s10-main-256workers-2,write,124,992000000,256,56807.44,21385.6,57620,60680,62490,64150,65520,70280,1.51,12054161.51,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1201-1300) sizes=c(8)MB
w50-s11-main-512workers-1,read,534,4272000000,512,32538.31,13451.71,31640,40080,44430,47070,58540,70150,8.03,64278630.41,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w50-s11-main-512workers-2,write,0,0,512,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,30% cprefix=s3testqwer containers=u(1-10) objects=u(1301-1400) sizes=c(8)MB
w50-s12-cleanup-1,cleanup-delete,14000,0,16,47.82,47.82,60,70,80,90,100,150,337.35,0,100%,100% cprefix=s3testqwer containers=r(1-10) objects=r(1-1400) cprefix=s3testqwer containers=r(1-10) objects=r(1-1400) cprefix=s3testqwer containers=r(1-10) objects=r(1-1400) deleteContainer=false cprefix=s3testqwer containers=r(1-10) objects=r(1-1400)
w50-s13-dispose-1,dispose-delete,0,0,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) objects=r(0-0) sizes=c(0)B cprefix=s3testqwer containers=r(1-10)
w51-s1-init-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) cprefix=s3testqwer containers=r(1-10) objects=r(0-0) sizes=c(0)B cprefix=s3testqwer containers=r(1-10)
w51-s2-prepare-1,prepare-write,5000,80000000000,16,4202.48,544.05,4450,5420,6020,6300,7100,8890,3.81,60917726.17,100%,100% cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(16)MB cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(16)MB cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(16)MB createContainer=false cprefix=s3testqwer containers=r(1-10) objects=r(1-500) sizes=c(16)MB
w51-s3-main-1worker-1,read,147,2352000000,1,571.96,16.09,590,650,690,710,760,930,1.23,19654541.35,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w51-s3-main-1worker-2,write,67,1072000000,1,531.01,25.94,540,550,570,590,620,640,0.56,8958192.32,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(501-600) sizes=c(16)MB
w51-s4-main-4workers-1,read,358,5728000000,4,935.23,68.53,970,1100,1240,1400,1730,2000,3.01,48198866.14,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w51-s4-main-4workers-2,write,139,2224000000,4,1012.38,121.48,1040,1290,1480,1560,1610,1800,1.17,18695782.81,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(601-700) sizes=c(16)MB
w51-s5-main-8workers-1,read,344,5504000000,8,1550.45,115.74,1600,1940,2290,2520,2860,3070,2.93,46801024.39,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-300)
w51-s5-main-8workers-2,write,171,2736000000,8,2383.87,362.55,2470,3110,3340,3550,3960,4770,1.45,23249842.64,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(701-800) sizes=c(16)MB
w51-s6-main-16workers-1,read,373,5968000000,16,2945.87,315.99,3000,3770,4340,4730,5670,6580,3.2,51275980.62,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w51-s6-main-16workers-2,write,166,2656000000,16,4596.25,878.05,4770,5810,6400,7320,8960,10070,1.43,22839270.23,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(801-900) sizes=c(16)MB
w51-s7-main-32workers-1,read,403,6448000000,32,4920.84,832.59,5150,6560,8210,8960,10420,12780,3.6,57607561.18,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w51-s7-main-32workers-2,write,156,2496000000,32,10229.47,2362.24,10410,12770,14820,16180,20350,21690,1.4,22386521.45,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(901-1000) sizes=c(16)MB
w51-s8-main-64workers-1,read,391,6256000000,64,7688.72,2000.53,7780,9200,10430,11420,13300,16840,4.01,64217367.72,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w51-s8-main-64workers-2,write,119,1904000000,64,27206.45,6503.1,28230,29730,31000,32540,34850,40670,1.21,19407813.06,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1001-1100) sizes=c(16)MB
w51-s9-main-128workers-1,read,325,5200000000,128,16839.92,4646.66,17220,20780,24110,25780,30190,31850,4.56,72938207.31,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w51-s9-main-128workers-2,write,59,944000000,128,69168.49,15075.68,68610,72630,77010,79640,82100,90960,0.61,9687885.72,100%,30% cprefix=s3testqwer containers=u(1-10) objects=u(1100-1200) sizes=c(16)MB
w51-s10-main-256workers-1,read,275,4400000000,256,26189.43,7819.08,27070,29610,31110,32450,36120,38590,4.2,67138741.8,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w51-s10-main-256workers-2,write,0,0,256,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,30% cprefix=s3testqwer containers=u(1-10) objects=u(1201-1300) sizes=c(16)MB
w51-s11-main-512workers-1,read,146,2336000000,507,63371.55,19720.95,64460,66080,67550,68760,71460,72410,2.31,36974725.5,100%,70% cprefix=s3testqwer containers=u(1-10) objects=u(1-500)
w51-s11-main-512workers-2,write,0,0,507,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,30% cprefix=s3testqwer containers=u(1-10) objects=u(1301-1400) sizes=c(16)MB
